iter	Logloss
113	0.1983333009
114	0.1977157177
115	0.1968337597
116	0.1961909669
117	0.1955393988
118	0.1948549144
119	0.1939505848
120	0.1934025983
121	0.192764306
122	0.1919862502
123	0.1911859178
124	0.1903527405
125	0.1897780838
126	0.1893417655
127	0.1887383012
128	0.1881523162
129	0.1874950246
130	0.187019176
131	0.1863922
132	0.1857616618
133	0.1850564088
134	0.1846415004
135	0.1841086302
136	0.1834461969
137	0.1827431764
138	0.1820601289
139	0.181280577
140	0.1804186394
141	0.1799679055
142	0.1793589789
143	0.1788407738
144	0.1782967772
145	0.1777124308
146	0.1773066539
147	0.176769687
148	0.1762995501
149	0.1755032076
150	0.1751837111
151	0.1747804634
152	0.1741045406
153	0.173587143
154	0.1732349084
155	0.1725860002
156	0.1718536496
157	0.1712822821
158	0.1710032422
159	0.1703934844
160	0.1696876615
161	0.1691381313
162	0.1686808902
163	0.1682133656
164	0.1677766199
165	0.167268235
166	0.1668038691
167	0.1663575406
168	0.1659544236
169	0.1657161965
170	0.1653774395
171	0.1648382402
172	0.1644444091
173	0.1639689642
174	0.1636660802
175	0.1631670881
176	0.1626341823
177	0.1624313058
178	0.1620601431
179	0.1616393924
180	0.1611219473
181	0.1608449617
182	0.1602880812
183	0.1597241353
184	0.1593431287
185	0.159063507
186	0.1588397431
187	0.1586153023
188	0.1583869904
189	0.1581624903
190	0.1577168149
191	0.1573633216
192	0.1572070051
193	0.1569701673
194	0.156444505
195	0.1562509856
196	0.1559550482
197	0.1554829995
198	0.1552813934
199	0.1548285696
200	0.1543528041
201	0.1540024694
202	0.1535035367
203	0.1530925231
204	0.1526276228
205	0.1522061359
206	0.1519516407
207	0.1514647013
208	0.1512161789
209	0.1509415088
210	0.1508360391
211	0.1505239999
212	0.1502164967
213	0.1498141159
214	0.1494887771
215	0.1492935596
216	0.1488293243
217	0.148521358
218	0.1482780486
219	0.1479029318
220	0.1476208045
221	0.1474508441
222	0.1472992656
223	0.1470669164
224	0.146926488
225	0.1465429046
226	0.1461725613
227	0.1459287888
228	0.1457626877
229	0.1454704314
230	0.1451845399
231	0.1448992184
232	0.1447500978
233	0.1445790807
234	0.1442066
235	0.1439024454
236	0.1437742122
237	0.143495291
238	0.1431204592
239	0.1428491852
240	0.1426577438
241	0.1424369842
242	0.1421175114
243	0.1417948326
244	0.1416050061
245	0.1415813283
246	0.1414082687
247	0.1410269652
248	0.1409833737
249	0.140715104
250	0.1405255151
251	0.1402645601
252	0.1400625978
253	0.1399139286
254	0.1396810925
255	0.1393517283
256	0.1390301181
257	0.1388231092
258	0.138625018
259	0.1384282806
260	0.1382294176
261	0.138041028
262	0.1375660937
263	0.1372792404
264	0.1372526532
265	0.1372330128
266	0.136957559
267	0.1368236378
268	0.1366677963
269	0.1364974441
270	0.1363041147
271	0.1361444852
272	0.1360088423
273	0.1356589113
274	0.135333062
275	0.1351022921
276	0.1345513845
277	0.1340984537
278	0.1340563229
279	0.1336782968
280	0.1334071297
281	0.1331965228
282	0.1330017921
283	0.1326470995
284	0.1323551401
285	0.132189692
286	0.1318007176
287	0.1315933406
288	0.1315542021
289	0.1313696242
290	0.1310704331
291	0.13072847
292	0.1304435878
293	0.1302650541
294	0.1300857247
295	0.129664214
296	0.1293261576
297	0.1292987749
298	0.1290744648
299	0.1290562492
300	0.1290313721
301	0.1288613049
302	0.1285068616
303	0.1282993658
304	0.1282779679
305	0.1282622935
306	0.127906259
307	0.1277089635
308	0.1275788185
309	0.127500494
310	0.1273569545
311	0.1272330555
312	0.1271171125
313	0.1269465228
314	0.1266358966
315	0.126231604
316	0.1260222557
317	0.1259885795
318	0.1258503955
319	0.1256038681
320	0.1253772543
321	0.1251811105
322	0.1251611851
323	0.1248956228
324	0.1246519096
325	0.1245858634
326	0.1243548085
327	0.1243347999
328	0.124152585
329	0.1240413443
330	0.1240118836
331	0.1239939411
332	0.1237976549
333	0.1237562365
334	0.1234894155
335	0.1234455509
336	0.1233070581
337	0.1232431018
338	0.1231103801
339	0.1230046016
340	0.1228400798
341	0.1226213745
342	0.1223292488
343	0.12213662
344	0.12187386
345	0.1216687035
346	0.1216469613
347	0.1216184861
348	0.1214341457
349	0.1213067793
350	0.1210243433
351	0.1208044149
352	0.1205517839
353	0.1202493512
354	0.120046724
355	0.1198371858
356	0.1197752481
357	0.119441051
358	0.1192547394
359	0.1192113973
360	0.1191593155
361	0.1190732845
362	0.1189998048
363	0.1189074565
364	0.1186350307
365	0.1183675091
366	0.1182184717
367	0.1181369173
368	0.1178834314
369	0.1178588867
370	0.117606612
371	0.1175699316
372	0.1173822425
373	0.1173660931
374	0.1172570373
375	0.1172143365
376	0.1171164427
377	0.1170959829
378	0.1170732906
379	0.1170570225
380	0.1168216453
381	0.1165007476
382	0.1164536413
383	0.116431709
384	0.1164095867
385	0.1163742956
386	0.1163508909
387	0.1163284361
388	0.1163080713
389	0.1162878489
390	0.116253769
391	0.1160858748
392	0.1159918284
393	0.115963757
394	0.1157777066
395	0.1157525801
396	0.1154786581
397	0.115293914
398	0.115272136
399	0.1150087112
400	0.1149890232
401	0.1149588381
402	0.114933759
403	0.114915116
404	0.1146170887
405	0.1144040475
406	0.1142307148
407	0.1142054695
408	0.1141848197
409	0.1141608925
410	0.1139578853
411	0.1137421129
412	0.1137229712
413	0.1136974528
414	0.113680769
415	0.1135289767
416	0.1132617757
417	0.113236293
418	0.1130790146
419	0.1130565599
420	0.1128911119
421	0.1126202891
422	0.1123354901
423	0.1120676479
424	0.1120392439
425	0.1118651513
426	0.1115852326
427	0.1115036545
428	0.1113018941
429	0.1112692629
430	0.1112428183
431	0.1110824407
432	0.1109304346
433	0.1107277243
434	0.1106314218
435	0.1102287322
436	0.110208593
437	0.1099143418
438	0.1098680311
439	0.1096591578
440	0.1096362043
441	0.1094107661
442	0.1093873733
443	0.1090418834
444	0.108992984
445	0.1089568498
446	0.1089096722
447	0.1087675458
448	0.1087445567
449	0.1087213301
450	0.1085162092
451	0.1084947638
452	0.1082616665
453	0.1082394374
454	0.1081902292
455	0.107974445
456	0.1078207766
457	0.1075501676
458	0.1074905811
459	0.1074666777
460	0.1073684633
461	0.1073441442
462	0.107203229
463	0.1071815817
464	0.1069483894
465	0.1069270271
466	0.1066830646
467	0.1066617379
468	0.106487574
469	0.1063653374
470	0.1063194186
471	0.106292689
472	0.1060028907
473	0.1059799372
474	0.1057519341
475	0.1057020848
476	0.1055331575
477	0.1053859963
478	0.1053627341
479	0.1050666542
480	0.1048260997
481	0.1048064236
482	0.1047866049
483	0.1047659789
484	0.1045085387
485	0.1044882452
486	0.10434581
487	0.1040845344
488	0.1037526409
489	0.1037325254
490	0.1035253977
491	0.1033332083
492	0.1030878564
493	0.1027148295
494	0.1025953953
495	0.102369589
496	0.1023495329
497	0.1021312313
498	0.1021122201
499	0.101946974
500	0.1019278797
501	0.1017912868
502	0.101771397
503	0.1015259383
504	0.1012710393
505	0.1011420224
506	0.1009535496
507	0.1007613601
508	0.100741969
509	0.1006246485
510	0.1006042837
511	0.1004752549
512	0.1002842766
513	0.1000742753
514	0.1000548604
515	0.1000369298
516	0.09985818232
517	0.09981437713
518	0.09975764056
519	0.0996073207
520	0.09959025105
521	0.0993957282
522	0.09921150653
523	0.09919434781
524	0.09896044304
525	0.09869418608
526	0.09865580162
527	0.09842808942
528	0.09840949983
529	0.09821203803
530	0.09804093773
531	0.098023969
532	0.09800626406
533	0.09785706635
534	0.09761803772
535	0.09760084338
536	0.09730446663
537	0.09721010557
538	0.09697653923
539	0.09678014021
540	0.0967325411
541	0.09671256218
542	0.09651514194
543	0.09649926568
544	0.09634893989
545	0.09625239985
546	0.09598573915
547	0.09596904354
548	0.09584282307
549	0.09580259212
550	0.09566448523
551	0.0954261097
552	0.09540986532
553	0.09525846489
554	0.09522100664
555	0.09507142301
556	0.09504356533
557	0.09502758813
558	0.09480685223
559	0.09479070879
560	0.09464064424
561	0.09460904014
562	0.09449364332
563	0.09446702059
564	0.09428976927
565	0.09409296058
566	0.0939576739
567	0.09391835135
568	0.09390210103
569	0.09388704411
570	0.0937313629
571	0.09364724957
572	0.09350060489
573	0.09348506111
574	0.09333353599
575	0.09325107916
576	0.09304342901
577	0.09300780538
578	0.0928487043
579	0.09281235632
580	0.09279761407
581	0.09275849339
582	0.09268824952
583	0.09249584628
584	0.09247744074
585	0.0922655395
586	0.09208435177
587	0.09190241595
588	0.09163006141
589	0.09159217567
590	0.09150959416
591	0.09147155405
592	0.09125363836
593	0.09107780011
594	0.09088250542
595	0.09071665961
596	0.0906952973
597	0.09058895482
598	0.09055005975
599	0.09042322181
600	0.09040825989
601	0.09027654744
602	0.09003838565
603	0.08990951122
604	0.08981745976
605	0.08972468395
606	0.08969730125
607	0.08959830318
608	0.0894577917
609	0.08936515838
610	0.08934917524
611	0.08930400448
612	0.08928957691
613	0.08919351778
614	0.08910170974
615	0.08887221637
616	0.08885788973
617	0.08878164328
618	0.0886945435
619	0.08855510073
620	0.08831394656
621	0.08829971492
622	0.08817065643
623	0.08813569184
624	0.08811440672
625	0.08799866554
626	0.08784537111
627	0.08781030558
628	0.08778115358
629	0.08774465123
630	0.08772767063
631	0.08753453117
632	0.08729784776
633	0.08726394
634	0.08714189938
635	0.08712781023
636	0.08700288409
637	0.08686290103
638	0.08684635385
639	0.08671619697
640	0.08662803442
641	0.08661460431
642	0.0865932242
643	0.08634009454
644	0.0862307953
645	0.08603360662
646	0.08594882831
647	0.08587604923
648	0.08586254788
649	0.08584683192
650	0.08582740517
651	0.08575206712
652	0.08556403372
653	0.08554933303
654	0.08542203792
655	0.08540876812
656	0.08528246453
657	0.08516062577
658	0.0851187205
659	0.08508854729
660	0.0848814968
661	0.08486393435
662	0.08471489101
663	0.08468498497
664	0.08450286509
665	0.08447382589
666	0.08431000468
667	0.08429433029
668	0.08421450366
669	0.08411072015
670	0.08409523574
671	0.08393355195
672	0.08380363257
673	0.08375803432
674	0.08372743955
675	0.08371490597
676	0.08354396597
677	0.08352879624
678	0.08344666002
679	0.08343191184
680	0.08328038078
681	0.08325929159
682	0.08313476919
683	0.08301440287
684	0.08299982687
685	0.08290214687
686	0.08287541133
687	0.08273258432
688	0.0827202526
689	0.08270586659
690	0.08268983596
691	0.08252143118
692	0.08242981907
693	0.08241581898
694	0.08237673986
695	0.08224576957
696	0.08223187636
697	0.08221899248
698	0.08212012502
699	0.08210748457
700	0.0820383866
701	0.08188088265
702	0.08186157464
703	0.08184849483
704	0.08176343153
705	0.08175099889
706	0.08167400434
707	0.08165916116
708	0.08153155731
709	0.08151830532
710	0.08130252111
711	0.08128288061
712	0.08126557346
713	0.08125237491
714	0.08122674964
715	0.08112076934
716	0.08108975303
717	0.08103102153
718	0.08088504183
719	0.08071688047
720	0.08059540389
721	0.08056741559
722	0.08055400923
723	0.08045082538
724	0.080385836
725	0.08022532185
726	0.08007794094
727	0.08006580516
728	0.07985077498
729	0.07969143047
730	0.07964565411
731	0.07956702088
732	0.07955449323
733	0.07932859784
734	0.07924453201
735	0.07923186187
736	0.07917320162
737	0.07910578984
738	0.07901625578
739	0.07893125779
740	0.07891713896
741	0.07873285791
742	0.07870648455
743	0.07869464563
744	0.07856212571
745	0.07848944163
746	0.07835597176
747	0.07826784483
748	0.07825572092
749	0.07817682051
750	0.07808389033
751	0.07796985908
752	0.07795804985
753	0.07794546877
754	0.07792779945
755	0.07789934804
756	0.07786117732
757	0.07774883226
758	0.07773723083
759	0.07771511449
760	0.07769650708
761	0.07768526189
762	0.07758983805
763	0.07756566742
764	0.07753745944
765	0.0774189693
766	0.07740596667
767	0.07733183983
768	0.07727396924
769	0.07726296748
770	0.07725062983
771	0.07717580832
772	0.07705452173
773	0.07690389314
774	0.07689295669
775	0.07687950283
776	0.07686857825
777	0.07685768929
778	0.07675653005
779	0.07674474456
780	0.0766432944
781	0.0765712931
782	0.07647070977
783	0.07645997519
784	0.0764212998
785	0.07640225897
786	0.0762199669
787	0.07620068264
788	0.07612532679
789	0.07609686351
790	0.07595523582
791	0.07589018707
792	0.07575541099
793	0.07574474765
794	0.07564805918
795	0.07563755614
796	0.07562650094
797	0.07560453304
798	0.07549042461
799	0.07543171686
800	0.07533156102
801	0.07523595313
802	0.07510583781
803	0.07502278725
804	0.07492766622
805	0.07490502146
806	0.07485571835
807	0.0748443366
808	0.07481774356
809	0.07473334524
810	0.07470020339
811	0.07459926976
812	0.07455900318
813	0.07454406501
814	0.07447312648
815	0.07438304025
816	0.07437320219
817	0.07436196294
818	0.07425503861
819	0.07416434084
820	0.07410198167
821	0.07397332099
822	0.07394923347
823	0.07380669145
824	0.07377338929
825	0.07375506093
826	0.07363231971
827	0.07362263602
828	0.0735013138
829	0.07348852492
830	0.0734684035
831	0.07345757985
832	0.07343783842
833	0.07331156452
834	0.07322864458
835	0.07321933494
836	0.07316483672
837	0.07306663424
838	0.07298180844
839	0.07292215666
840	0.0729074916
841	0.07289795634
842	0.07281377176
843	0.0727656383
844	0.07274630654
845	0.07266960886
846	0.07265138144
847	0.07261601904
848	0.07260394263
849	0.07257462438
850	0.07248343976
851	0.07238554602
852	0.07237649762
853	0.07235638808
854	0.0722649719
855	0.072255876
856	0.07222887922
857	0.07221514038
858	0.07205145572
859	0.0720414633
860	0.07202582452
861	0.07190888995
862	0.07185127466
863	0.07183533902
864	0.07170387595
865	0.07162936318
866	0.07161953106
867	0.071582055
868	0.07146425952
869	0.07137466609
870	0.07136118848
871	0.07129454854
872	0.0712040942
873	0.07114120068
874	0.07111542104
875	0.07107459636
876	0.07097327088
877	0.07095729961
878	0.07088725168
879	0.07078703647
880	0.07075777165
881	0.07074621178
882	0.07073475879
883	0.07065708146
884	0.07060193607
885	0.0705119389
886	0.07033380293
887	0.07032502171
888	0.07030433031
889	0.07016983329
890	0.07015020467
891	0.07014150657
892	0.07012139109
893	0.07001347523
894	0.0700049315
895	0.06998744623
896	0.06995068264
897	0.06979965032
898	0.06979041192
899	0.06976908524
900	0.06974334123
901	0.06963834651
902	0.06962064157
903	0.06959895865
904	0.06953599388
905	0.06946089333
906	0.06930163194
907	0.06923080622
908	0.06915409667
909	0.06914546981
910	0.06912274194
911	0.06901140621
912	0.0689367272
913	0.06878360496
914	0.06871880557
915	0.06862513917
916	0.068496146
917	0.06847715266
918	0.0684066535
919	0.06836562101
920	0.06826861192
921	0.06812915134
922	0.06807501529
923	0.06804382087
924	0.06803535432
925	0.06802569438
926	0.06800553734
927	0.06799685705
928	0.0679836763
929	0.06789854176
930	0.06788939836
931	0.06782597642
932	0.06779721034
933	0.06772444907
934	0.06766540884
935	0.06763387598
936	0.06762026776
937	0.06755808077
938	0.06747771979
939	0.06746855858
940	0.06745943893
941	0.06743824881
942	0.06740555819
943	0.06734411336
944	0.06733557556
945	0.06729011981
946	0.06725116537
947	0.06724268101
948	0.06723356136
949	0.06711666834
950	0.06709337049
951	0.06703430651
952	0.067026404
953	0.06697165641
954	0.06695047223
955	0.0669110903
956	0.06690280781
957	0.0668742614
958	0.06681483525
959	0.06680696836
960	0.06679287328
961	0.06678422861
962	0.06673785852
963	0.0667258771
964	0.06661212491
965	0.06659315532
966	0.06655236033
967	0.06645255478
968	0.06640334074
969	0.06629407118
970	0.06628603212
971	0.06616563611
972	0.06608633791
973	0.06601903299
974	0.06595961871
975	0.06595198338
976	0.06583989956
977	0.06582813189
978	0.06577098564
979	0.06575385068
980	0.06556965275
981	0.06556173837
982	0.06545766393
983	0.0654497436
984	0.06529088002
985	0.06522767776
986	0.06522015523
987	0.06505603122
988	0.06504777842
989	0.06498680857
990	0.06489855102
991	0.06488012767
992	0.06487240921
993	0.06478673438
994	0.06462866045
995	0.06460232865
996	0.0645563326
997	0.06453014329
998	0.06451863686
999	0.06451143495
